"","TimeStamp","TA","TA_MAX","TA_MIN","TS_-0.1m","TS_-0.2m","P","SW_CUM","VP","PPFD_CUM","NETRAD_CUM","WS","WS_MAX","Station Name","Date","Q","q_int_mmd","Site_id","Treatment","Site_id_chem","pH","EC_uScm","DOC_mgL","NO2_NO3_ugL","DN_mgL","NH4_ugL","PO4_ugL","SO4_ugL","Mn_ugL","Na_ugL","Cl_ugL","Ca_ugL","P_ugL","Si_ugL","Mg_ugL","K_ugL","Fe_ugL","Hg_ugL","d18O","d2H","DIC_mgL","pCO2_uatm","CH4_ugL","CO2_mgL","dexcess","pH_MW","WT_MW","DIC_mgL_MW","CO2_mgL_MW","CH4_ugL_MW","Date_MW","row_id","CO2_mgL_filled","DIC_mgL_filled","pH_filled","EC_uScm_filled","DOC_mgL_filled","NO2_NO3_ugL_filled","DN_mgL_filled","NH4_ugL_filled","PO4_ugL_filled","SO4_ugL_filled","Mn_ugL_filled","Na_ugL_filled","Cl_ugL_filled","Ca_ugL_filled","P_ugL_filled","Si_ugL_filled","Mg_ugL_filled","K_ugL_filled","Fe_ugL_filled","Hg_ugL_filled","d18O_filled","d2H_filled","dexcess_filled","n","Site_ID_14C","Publication Code_DOC","Sample_id_DOC","DOY","Year","Site_id_C14","Treatment_C14","Material_Type_DOC","DOC_14C_Modern","DOC_14C_Modern_error","Radio_Age_DOC","Radio_Age_uncertainty_DOC","DOCmgL_14C_DOC","d13C_DOC","Date_CO2","Publication Code_CO2","Sample_id_CO2","Material_Type_CO2","CO2_14C_Modern","CO2_14C_Modern_error","Radio_Age_CO2","Radio_Age_uncertainty_CO2","CO2_vol_ml_or_DOCmgL_CO2","d13C_CO2","DOY_CO2"
"47",2020-03-11,0.1,1.3,-1.3,NA,0.8,2.1,2.1,6.7,NA,NA,2,5.1,"HYG",2020-03-11,0.215190583319413,0.215190583319413,"C1","Reference","C1",5.83,30,13.09,41.3,NA,14.38,1.72,1724.06,19.7389,1977.8863,928.704,1998.8473,20.1612,4398.8984,19.7389,513.7536,911.1933,NA,-12.980597,-94.838626,1.03699976484407,NA,NA,0.876269943720431,9.00614999999999,5.83,0.772951501676801,1.03699976484407,0.876269943720431,NA,2020-03-11,702,0.876269943720431,1.03699976484407,5.83,30,13.09,41.3,NA,14.38,1.72,1724.06,19.7389,1977.8863,928.704,1998.8473,20.1612,4398.8984,19.7389,513.7536,911.1933,NA,-12.980597,-94.838626,9.00614999999999,11,"C1","SUERC-95052","C1-DOC-200311",71,2020,"C1","Pristine","DOC",101.0497,0.4628,NA,NA,8.84,-28.68,2020-03-11,"SUERC-93724","C1-X325-200311","CO2",96.5649,0.4429,281,37,3.52,-18.424,71
"48",2020-04-27,0.7,3.6,-2.8,NA,0.5,0,11.3,4.6,26,NA,2.3,6.5,"HYG",2020-04-27,2.01483912267405,2.01483912267405,"C1","Reference","C1",4.91,30,22.9033,96.99,NA,8.58,2.72,1205.71,23.1963,1653.2634,678.795,1745.7861,50.4886,3455.1412,23.1963,492.2611,1095.5673,NA,-13.3948,-98.930409,0.772732765560862,NA,NA,0.755973884430342,8.227991,4.91,0.840438922952641,0.772732765560862,0.755973884430342,NA,2020-04-27,708,0.755973884430342,0.772732765560862,4.91,30,22.9033,96.99,NA,8.58,2.72,1205.71,23.1963,1653.2634,678.795,1745.7861,50.4886,3455.1412,23.1963,492.2611,1095.5673,NA,-13.3948,-98.930409,8.227991,12,"C1","SUERC-97969","C1-DOC-200427",118,2020,"C1","Pristine","DOC",104.8602,0.4808,NA,NA,14.7,-28.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",2020-08-28,9,16.7,3.4,NA,10.6,0,12.1,9.6,27,6,1.2,3.8,"HYG",2020-08-28,0,0,"C1","Reference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.820069415932367,1.03457455585397,5.895,30,21.05335,18.0225,NA,5.185,6.1575,1448.2675,29.762975,2250.9359,983.471,2381.41675,38.6123285714286,4397.296575,29.762975,538.88865,1395.75125,NA,-12.80185875,-94.043443,8.371427,13,"C1","SUERC-97967","C1-DOC-200828",241,2020,"C1","Pristine","DOC",101.8592,0.4682,NA,NA,13.2,-28.8,2020-08-28,"SUERC-95186","C1-X233-200828","CO2",97.2498,0.4237,224,35,3.04,-18.232,241
"50",2020-10-21,-0.2,0.7,-1.8,NA,4.7,9.8,0.9,6.5,NA,-0.9,3.9,9.2,"HYG",2020-10-21,0.705102278582596,0.705102278582596,"C1","Reference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.673323013264141,0.702705614707793,5.14785714285714,32.1428571428571,24.7214285714286,45.02,NA,12.6471428571429,3.76214285714286,1605.65214285714,34.9469785714286,1971.89695,1079.06907142857,2182.87655714286,35.9357285714286,4002.78423571429,34.9469785714286,361.683814285714,1505.22381428571,NA,-13.0448795714286,-94.3720166428571,9.98701992857143,14,"C1","SUERC-100396","C1-DOC-201021",295,2020,"C1","Pristine","DOC",103.7383,0.4877,NA,NA,11.45,-28.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",2021-04-29,0.8,5.5,-5.3,NA,0.8,0,17.3,3.8,37.2,2,2.4,8.2,"HYG",2021-04-29,1.42652935508005,1.42652935508005,"C1","Reference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.646601555288753,0.671645088412796,5.112,23.944,20.64,40.898,NA,9.352,1.734,1109.166,16.76904,1156.3636,638.309,1239.41832,7.43376,3547.83512,16.76904,331.85004,1016.22662,NA,-13.7201598,-99.1429372,10.6183412,15,"C1","SUERC-102770","C1-DOC-210429",119,2021,"C1","Pristine","DOC",104.694,0.479,NA,NA,14.8,-28.32,2021-04-29,"SUERC-100387","C1-X401-210429","CO2",98.6325,0.4661,111,38,2.95,-16.097,119
"52",2021-08-19,12,16.2,8.8,NA,13,3.4,9.5,13.2,23.2,3.5,1.3,5.6,"HYG",2021-08-19,1.50187150171214,1.50187150171214,"C1","Reference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.653242740408636,0.766316643402727,5.48068965517241,29.5341379310345,25.6862068965517,21.5265517241379,NA,15.7331034482759,5.65827586206897,1224.28344827586,33.6397620689655,1574.21127931034,889.156,1900.76952068966,14.5567379310345,3768.78881034483,33.6397620689655,399.309720689655,1490.17117586207,NA,-13.0613288965517,-93.5705764827586,10.9200546896552,16,"C1","SUERC-102368","C1-DOC-210819",231,2021,"C1","Pristine","DOC",104.6589,0.4789,NA,NA,36.04,-28.779,2021-08-19,"SUERC-102362","C1-X411-210819","CO2",99.498,0.4577,40,37,2.52,-17.045,231
"53",2021-09-25,5.4,8.8,2,NA,7.8,0,3.6,8.7,9.2,-0.4,2.5,10.7,"HYG",2021-09-25,3.4877404926157,3.4877404926157,"C1","Reference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57915094484553,0.604628457370305,5.00714285714286,30.2857142857143,31.0714285714286,26.7428571428571,NA,13.7171428571429,4.71,1131.45,35.3563428571429,1600.11062857143,998.989714285714,1956.43064285714,16.9556142857143,4353.34598571429,35.3563428571429,273.250071428571,1905.61517142857,NA,-12.7355025714286,-91.0760398571429,10.8079807142857,17,"C1","SUERC-103872","C1-DOC-210925",268,2021,"C1","Pristine","DOC",106.1043,0.5358,NA,NA,33.21,-28.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",2021-10-24,-3.3,1.8,-10.5,NA,4.1,3.6,0.6,4.9,NA,NA,1.7,5.1,"HYG",2021-10-24,1.78938178475071,1.78938178475071,"C1","Reference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.618780111036666,0.629610319999544,4.71285714285714,23.32,28.8571428571429,26.9228571428571,NA,11.78,4.49571428571429,970.721714285714,26.5008571428571,1330.19751428571,907.315714285714,1504.14617142857,12.6278142857143,3582.94052857143,26.5008571428571,255.491471428571,1588.02225714286,NA,-12.9875711428571,-92.1525547142857,11.7480144285714,18,"C1","SUERC-106751","C1-DOC-211024",297,2021,"C1","Pristine","DOC",104.4904,0.4814,NA,NA,22.15,-27.985,2021-10-24,"SUERC-102396","C1-X141-211024","CO2",109.7132,0.5055,NA,NA,2.3,-16.55,297
"55",2022-05-03,1.7,8,-6.9,FALSE,-0.5,0,NA,3.3,NA,NA,2.8,11.2,"HED",2022-05-03,2.33961546346107,2.33961546346107,"C1","Reference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61373191420141,0.636312049988164,5.11666666666667,22.2566666666667,20.9333333333333,63.21,NA,13.01,2.98333333333333,935.212,30.3333333333333,1700,564.699,1766.66666666667,19.6666666666667,5700,30.3333333333333,433.333333333333,1633.33333333333,NA,-13.748565,-99.4680136666667,10.5205063333333,19,"C1","SUERC-105215","C1-DOC-220503",123,2022,"C1","Pristine","DOC",106.0802,0.5042,NA,NA,17.38,-28.428,2022-05-03,"SUERC-105209","C1-X313-220503","CO2",101.2383,0.4817,NA,NA,1.55,-17.322,123
"56",2022-08-23,11.4,20.9,0.9,TRUE,13.4,0,16.9,10,NA,NA,0.7,5,"HED",2022-08-23,0.205866543122206,0.205866543122206,"C1","Reference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.658968602618015,0.818790505624798,5.83,27.3428571428571,20.5785714285714,29.3842857142857,NA,20.3417857142857,2.74071428571429,1139.42892857143,35.6785714285714,2200,890.197571428571,2200,13.2857142857143,7635.71428571429,35.6785714285714,490.357142857143,1503.57142857143,NA,-13.0041081428571,-93.724334,10.3085311428571,20,"C1","SUERC-108834","C1-DOC-230822",235,2022,"C1","Pristine","DOC",104.2628,0.4545,NA,NA,24.1,-28.119,2022-08-23,"SUERC-108828","C1-X326-230822","CO2",99.2849,0.4558,58,37,3.82,-18.473,235
"57",2022-10-24,-3.5,0.4,-9.4,TRUE,1.4,0.4,NA,4.2,NA,NA,0.3,2.5,"HED",2022-10-24,0.261206499196131,0.261206499196131,"C1","Reference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.565896974815199,0.598511334147283,5.585,26.8071428571429,22.0214285714286,24.0557142857143,NA,23.2935714285714,3.25,1050.81735714286,35.5714285714286,2114.28571428571,949.540428571429,2007.14285714286,14.2142857142857,7171.42857142857,35.5714285714286,368.571428571429,1842.85714285714,NA,-12.8986586428571,-92.1554407857143,11.0338283571429,21,"C1","SUERC-109779","C1-DOC-241022",297,2022,"C1","Pristine","DOC",103.5747,0.4744,NA,NA,17.49,-27.276,2022-10-24,"SUERC-108534","C1-X215-241022","CO2",96.9084,0.4537,252,38,1.33,-15.984,297
"58",2020-03-11,0.1,1.3,-1.3,NA,0.8,2.1,2.1,6.7,NA,NA,2,5.1,"HYG",2020-03-11,0.215190583319413,0.215190583319413,"C2","Reference","C2",5.3,30,10.8833,4.76,NA,3.44,2.19,1630.79,6.9748,1728.7148,1181.26,1454.7959,12.9003,NA,6.9748,382.0535,530.6164,NA,-13.01881,-95.216078,2.41261491116263,NA,NA,2.28817165766774,8.93440200000001,5.3,0.897145163242471,2.41261491116263,2.28817165766774,NA,2020-03-11,833,2.28817165766774,2.41261491116263,5.3,30,10.8833,4.76,NA,3.44,2.19,1630.79,6.9748,1728.7148,1181.26,1454.7959,12.9003,2806.6368,6.9748,382.0535,530.6164,NA,-13.01881,-95.216078,8.93440200000001,22,"C2","SUERC-95051","C2-DOC-200311",71,2020,"C2","Pristine","DOC",100,0.4574,NA,NA,7.63,-28.694,2020-03-11,"SUERC-93720","C2-X241-200311","CO2",103.1794,0.4749,NA,NA,5.24,-22.867,71
"59",2020-04-27,0.7,3.6,-2.8,NA,0.5,0,11.3,4.6,26,NA,2.3,6.5,"HYG",2020-04-27,2.01483912267405,2.01483912267405,"C2","Reference","C2",4.72,30,23.1467,7.32,NA,5.68,1.72,1147.37,8.9453,1459.2901,737.203,1592.2106,NA,2881.7468,8.9453,296.3924,864.3867,NA,-13.47376,-99.713538,1.53227360785145,NA,NA,1.51041179496345,8.076542,4.72,1.15859038122561,1.53227360785145,1.51041179496345,NA,2020-04-27,839,1.51041179496345,1.53227360785145,4.72,30,23.1467,7.32,NA,5.68,1.72,1147.37,8.9453,1459.2901,737.203,1592.2106,28.5735142857143,2881.7468,8.9453,296.3924,864.3867,NA,-13.47376,-99.713538,8.076542,23,"C2","SUERC-97970","C2-DOC-200427",118,2020,"C2","Pristine","DOC",105.7137,0.4857,NA,NA,18.3,-28.968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",2020-08-28,9,16.7,3.4,NA,10.6,0,12.1,9.6,27,6,1.2,3.8,"HYG",2020-08-28,0,0,"C2","Reference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.65310658771276,10.187876312547,5.24153846153846,33.4615384615385,16.2889961538462,8.16538461538462,NA,13.2738461538462,13.0992307692308,1711.61730769231,32.7229153846154,2537.92782307692,943.869384615385,2020.39973076923,48.8678384615385,3064.8305744898,32.7229153846154,464.756246153846,654.546546153846,NA,-13.1591198846154,-96.7996788076923,8.47328026923078,24,"C2","SUERC-97968","C2-DOC-200828",241,2020,"C2","Pristine","DOC",104.4345,0.4796,NA,NA,43,-28.7,2020-08-28,"SUERC-95187","C2-X238-200828","CO2",104.1057,0.4536,NA,NA,7.28,-24.891,241
"61",2020-10-21,-0.2,0.7,-1.8,NA,4.7,9.8,0.9,6.5,NA,-0.9,3.9,9.2,"HYG",2020-10-21,0.705102278582596,0.705102278582596,"C2","Reference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23127094833656,2.262405085259,4.65785714285714,33.4285714285714,24.4642857142857,6.67571428571429,NA,5.52642857142857,5.55214285714286,1449.21221428571,11.7228642857143,1706.66142142857,1123.28707142857,1688.76698571429,39.7423857142857,2321.86160102041,11.7228642857143,192.10485,1018.32177142857,NA,-13.0519192857143,-94.6761342857143,9.73922,25,"C2","SUERC-100397","C2-DOC-201021",295,2020,"C2","Pristine","DOC",108.0196,0.4843,NA,NA,23.91,-29.325,2020-10-21,"SUERC-100382","C2-X272-201021","CO2",103.3997,0.4902,NA,NA,4.28,-22.738,295
"62",2021-04-29,0.8,5.5,-5.3,NA,0.8,0,17.3,3.8,37.2,2,2.4,8.2,"HYG",2021-04-29,1.42652935508005,1.42652935508005,"C2","Reference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23013119085023,1.24919420336293,4.734,23.468,18.06,6.388,NA,4.442,2.75,1107.442,5.21706,1070.31632,718.2464,931.64862,7.19698,2856.94754,5.21706,210.99934,637.43424,NA,-13.6681828,-99.0377824,10.30768,26,"C2","SUERC-102771","C2-DOC-210429",119,2021,"C2","Pristine","DOC",106.7024,0.4877,NA,NA,14.5,-28.53,2021-04-29,"SUERC-100391","C2-X406-210429","CO2",102.2917,0.4838,NA,NA,2.73,-19.221,119
"63",2021-08-19,12,16.2,8.8,NA,13,3.4,9.5,13.2,23.2,3.5,1.3,5.6,"HYG",2021-08-19,1.50187150171214,1.50187150171214,"C2","Reference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.53869649670111,2.60679704032629,4.80586206896552,28.8841379310345,30.6413793103448,9.95310344827586,NA,8.76965517241379,5.22206896551724,932.744206896552,12.9289517241379,1479.51350344828,942.145482758621,1433.68841724138,21.5702206896552,2896.89575,12.9289517241379,180.238193103448,1633.2876137931,NA,-12.9001461034483,-92.3633903793103,10.8377784482759,27,"C2","SUERC-102372","C2-DOC-210819",231,2021,"C2","Pristine","DOC",106.1364,0.4624,NA,NA,39.36,-29.098,2021-08-19,"SUERC-102363","C2-X412-210819","CO2",104.8813,0.4811,NA,NA,3.26,-22.182,231
"64",2021-09-25,5.4,8.8,2,NA,7.8,0,3.6,8.7,9.2,-0.4,2.5,10.7,"HYG",2021-09-25,3.4877404926157,3.4877404926157,"C2","Reference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8456449879246,1.86761522260455,4.54,31.8442857142857,34.7428571428571,9.48285714285714,NA,9.52571428571428,5.66,924.56,8.99524285714286,1326.36338571429,1030.45571428571,1347.59354285714,17.1722285714286,3031.57159298246,8.99524285714286,180.208828571429,1605.74562857143,NA,-12.7356594285714,-91.0084407142857,10.8768347142857,28,"C2","SUERC-103873","C2-DOC-210925",268,2021,"C2","Pristine","DOC",107.0742,0.5177,NA,NA,38.04,-28.648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",2021-10-24,-3.3,1.8,-10.5,NA,4.1,3.6,0.6,4.9,NA,NA,1.7,5.1,"HYG",2021-10-24,1.78938178475071,1.78938178475071,"C2","Reference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41471690981005,1.42141971867745,4.37,28.2696551724138,27.3,5.81,NA,8.10857142857143,4.78571428571429,941.427142857143,7.43567142857143,1095.2786,898.158857142857,945.584157142857,11.2809285714286,2769.57175438597,7.43567142857143,176.875157142857,1141.7698,NA,-13.0333204285714,-92.4048332857143,11.8617301428571,29,"C2","SUERC-106752","C2-DOC-211024",297,2021,"C2","Pristine","DOC",105.9919,0.469,NA,NA,17.95,-28.568,2021-10-24,"SUERC-102397","C2-X98-211024","CO2",156.6499,0.7012,NA,NA,4.28,-22.381,297
"66",2022-05-03,1.7,8,-6.9,FALSE,-0.5,0,NA,3.3,NA,NA,2.8,11.2,"HED",2022-05-03,2.33961546346107,2.33961546346107,"C2","Reference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16233192644782,1.18162237665569,4.77333333333333,21.8433333333333,17.4,4.31,NA,6.67333333333333,3.06,834.909333333333,8.03333333333333,1533.33333333333,506.866666666667,1066.66666666667,10.4666666666667,4400,8.03333333333333,270,763.333333333333,NA,-13.784256,-99.76757,10.506478,30,"C2","SUERC-105219","C2-DOC-220503",123,2022,"C2","Pristine","DOC",106.0802,0.4656,NA,NA,14.29,-28.599,2022-05-03,"SUERC-105210","C2-X410-220503","CO2",102.6805,0.4664,NA,NA,2.51,-19.686,123
"67",2022-08-23,11.4,20.9,0.9,TRUE,13.4,0,16.9,10,NA,NA,0.7,5,"HED",2022-08-23,0.205866543122206,0.205866543122206,"C2","Reference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.32517307538838,4.73213961362013,5.32678571428571,31.7467857142857,32.2107142857143,4.40321428571429,NA,6.66714285714286,7.57392857142857,977.303928571429,41.1428571428571,2775,972.925178571429,2953.57142857143,46.5,8967.85714285714,41.1428571428571,687.5,3210.71428571429,NA,-13.0869624285714,-94.0279664642857,10.6677329642857,31,"C2","SUERC-108838","C2-DOC-230822",235,2022,"C2","Pristine","DOC",106.7341,0.4887,NA,NA,29.1,-28.566,2022-08-23,"SUERC-108829","C2-X313-230822","CO2",103.3593,0.4741,NA,NA,5.02,-23.456,235
"68",2022-10-24,-3.5,0.4,-9.4,TRUE,1.4,0.4,NA,4.2,NA,NA,0.3,2.5,"HED",2022-10-24,0.261206499196131,0.261206499196131,"C2","Reference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.79963751440909,1.83753479782061,5.03357142857143,25.0821428571429,20.25,4.11714285714286,NA,6.00142857142857,3.70428571428571,678.348285714286,11.2142857142857,2014.28571428571,668.369928571429,1714.28571428571,16.2142857142857,7164.28571428571,11.2142857142857,205,1628.57142857143,NA,-12.9436812857143,-92.4082924285714,11.1411578571429,32,"C2","SUERC-109780","C2-DOC-241022",297,2022,"C2","Pristine","DOC",105.0912,0.4817,NA,NA,18.9,-28.284,2022-10-24,"SUERC-108535","C2-X312-241022","CO2",101.8574,0.4533,NA,NA,2.78,-22.506,297
